sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;comercio;almacen de ropa en ;enciso;2;8.0;21/01/2019;7800000.0;microempresarial
masculino;comercio;recreativo educativo;la milagrosa;2;9.0;6/09/2016;6000000.0;microempresarial
masculino;servicio;fabrica de ;san benito;3;10.0;28/03/2019;8280000.0;microempresarial
masculino;comercio;tienda;manrique oriental;2;3.0;9/06/2017;7300000.0;microempresarial
masculino;servicio;gimnasio;villa hermosa;3;8.0;24/10/2017;7377000.0;microempresarial
masculino;servicio;tienda;nuevos conquistadores;1;13.0;29/07/2016;5000000.0;microempresarial
femenino;comercio;almacen de ropa en ;barrio caicedo;2;9.0;27/09/2017;7300000.0;microempresarial
masculino;servicio;carpinteria;trinidad;3;15.0;22/05/2017;7370000.0;microempresarial
masculino;comercio;almacen de ropa en ;doce de octubre no.1;1;6.0;14/02/2019;8000000.0;microempresarial
femenino;comercio;variedades;juan xxiii la quiebra;2;13.0;14/09/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en ;la loma;1;60.0;17/07/2018;6000000.0;microempresarial
masculino;comercio;comidas rapidas;san javier no.1;3;13.0;18/07/2017;7377000.0;microempresarial
masculino;industria;fabrica de ;manrique central no. 2;2;3.0;15/02/2016;2000000.0;microempresarial
masculino;industria;fabrica de ;versalles no. 1;2;3.0;29/01/2018;6000000.0;microempresarial
femenino;comercio;tienda de helados;robledo;2;7.0;9/11/2018;7000000.0;microempresarial
femenino;servicio;peluqueria;santa cruz;2;2.0;31/07/2018;5000000.0;microempresarial
femenino;comercio;ferreteria;andalucia;2;2.0;13/02/2018;7812000.0;microempresarial
femenino;comercio;comidas rapidas;manrique oriental;2;3.0;18/07/2017;7377000.0;microempresarial
femenino;comercio;variedades;robledo;1;7.0;24/09/2018;5000000.0;microempresarial
femenino;comercio;tienda de helados;villatina;2;8.0;19/10/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;moravia;2;4.0;15/02/2018;3000000.0;microempresarial
masculino;comercio;comidas rapidas;cabecera san antonio ;3;80.0;12/10/2017;7000000.0;microempresarial
masculino;comercio;variedades;san javier no.1;2;13.0;18/07/2018;4000000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 2;3;3.0;11/02/2019;5000000.0;microempresarial
femenino;industria;fabrica de ;belen;3;16.0;24/09/2018;6000000.0;microempresarial
femenino;servicio;comidas rapidas;castilla;3;5.0;23/05/2017;7370000.0;microempresarial
femenino;servicio;bares;centro admtivo;2;10.0;6/04/2016;4000000.0;microempresarial
masculino;servicio;barberia;castilla;3;5.0;4/08/2016;5000000.0;microempresarial
femenino;industria;fabrica de calzado;palermo;1;4.0;15/11/2017;7300000.0;microempresarial
femenino;industria;fabrica de ;picachito;2;6.0;22/03/2018;1500000.0;microempresarial
femenino;comercio;variedades;llanaditas;1;8.0;8/03/2016;6800000.0;microempresarial
femenino;servicio;peluqueria;moravia;1;4.0;20/09/2018;3000000.0;microempresarial
femenino;industria;fabrica de ;santa lucia;3;12.0;27/12/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;20 de julio;2;13.0;31/05/2017;6000000.0;microempresarial
femenino;servicio;fabrica de muebles;san javier no.1;1;13.0;3/08/2016;6000000.0;microempresarial
femenino;comercio;cafeteria;manrique oriental;2;3.0;19/12/2016;5000000.0;microempresarial
femenino;comercio;comidas rapidas;aranjuez;2;4.0;30/08/2016;3000000.0;microempresarial
masculino;comercio;variedades;enciso;2;8.0;14/12/2018;1000000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;2;4.0;5/06/2018;3000000.0;microempresarial
masculino;industria;fabrica de ;robledo;2;7.0;20/06/2017;3000000.0;microempresarial
femenino;comercio;variedades;santander;2;6.0;22/10/2018;7812000.0;microempresarial
femenino;industria;fabrica de calzado;manrique central no. 2;1;3.0;17/04/2018;2000000.0;microempresarial
femenino;comercio;comidas rapidas;guayabal;3;15.0;14/02/2018;7812000.0;microempresarial
femenino;industria;fabrica de ;moravia;2;4.0;10/12/2018;7000000.0;microempresarial
masculino;comercio;fabrica de helados;guayabal;3;15.0;4/10/2017;7300000.0;microempresarial
femenino;comercio;variedades;picacho;1;6.0;31/10/2018;7800000.0;microempresarial
masculino;servicio;barberia;girardot;3;5.0;7/05/2018;4000000.0;microempresarial
masculino;comercio;variedades;villa guadalupe;2;1.0;24/10/2018;1500000.0;microempresarial
femenino;industria;fabrica de ;castilla;2;5.0;31/07/2017;4500000.0;microempresarial
masculino;industria;ebanistaria;villa del socorro;2;2.0;22/02/2018;6000000.0;microempresarial
femenino;comercio;tienda;la milagrosa;3;9.0;30/11/2017;3000000.0;microempresarial
femenino;servicio;variedades;el salvador;2;9.0;14/09/2018;5000000.0;microempresarial
masculino;comercio;tienda;villa hermosa;3;8.0;8/04/2019;15900000.0;microempresarial
femenino;industria;fabrica de ;picachito;1;6.0;7/12/2016;6890000.0;microempresarial
femenino;comercio;tienda;santa cruz;2;2.0;18/06/2018;2000000.0;microempresarial
femenino;comercio;tienda;santa cruz;2;2.0;3/05/2019;8200000.0;microempresarial
femenino;industria;fabrica de ;guayabal;3;15.0;29/03/2017;7377000.0;microempresarial
femenino;comercio;comidas rapidas;la sierra;1;8.0;25/07/2018;2000000.0;microempresarial
masculino;comercio;tienda;guayabal;3;15.0;15/02/2016;6800000.0;microempresarial
femenino;comercio;variedades;san javier no.1;3;13.0;27/07/2018;4000000.0;microempresarial
masculino;comercio;distribuidora de ;la milagrosa;3;9.0;1/11/2017;7377000.0;microempresarial
femenino;servicio;recreativo educativo;aranjuez;2;4.0;10/11/2017;1405000.0;microempresarial
femenino;agropecuaria;criadero de animales ;la volcana y guayabal;2;50.0;24/04/2017;7300000.0;microempresarial
masculino;comercio;tienda;cabecera san cristobal;2;5.0;6/02/2019;4000000.0;microempresarial
masculino;comercio;fabrica de arepas;buenos aires;3;9.0;28/11/2016;6800000.0;microempresarial
femenino;comercio;drogueria;moravia;2;4.0;20/06/2018;5000000.0;microempresarial
masculino;servicio;organización y ;manrique central no. 2;1;3.0;26/04/2016;6443500.0;microempresarial
masculino;industria;fabrica de ;cabecera san cristobal;1;60.0;18/01/2019;7800000.0;microempresarial
masculino;comercio;comidas rapidas;francisco antonio zea;3;5.0;22/02/2019;8000000.0;microempresarial
masculino;industria;fabrica de ;san pedro;2;4.0;16/04/2018;5000000.0;microempresarial
masculino;comercio;variedades;calasanz;2;12.0;31/07/2018;2000000.0;microempresarial
masculino;comercio;legumbreria;santo domingo savio ;1;1.0;13/06/2017;2000000.0;microempresarial
femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;21/06/2018;5000000.0;microempresarial
masculino;comercio;almacen de ropa en ;cabecera san cristobal;2;60.0;28/09/2017;7300000.0;microempresarial
femenino;comercio;tienda;aranjuez;2;4.0;9/05/2018;7800000.0;microempresarial
masculino;comercio;ferreteria;manrique central no. 1;2;4.0;26/10/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;el salvador;3;9.0;1/02/2017;2000000.0;credioportuno
femenino;comercio;variedades;aranjuez;3;4.0;11/03/2019;8281000.0;microempresarial
femenino;servicio;cafe e internet;robledo;2;7.0;13/10/2016;6890000.0;microempresarial
masculino;industria;fabrica de ;santa lucia;3;12.0;26/04/2018;4500000.0;microempresarial
femenino;industria;fabrica de ;cabecera san cristobal;2;60.0;7/05/2018;2500000.0;microempresarial
masculino;comercio;comidas rapidas;santo domingo savio ;1;1.0;26/04/2018;3000000.0;microempresarial
masculino;servicio;organización y ;robledo;2;7.0;8/09/2016;1500000.0;microempresarial
femenino;comercio;variedades;campo valdes no. 2;2;3.0;31/03/2016;5000000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;1;13.0;7/02/2018;2000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no. 1;3;4.0;5/10/2016;6894000.0;microempresarial
femenino;comercio;variedades;trinidad;3;15.0;14/06/2018;7000000.0;microempresarial
femenino;agropecuaria;sembrados;cabecera san cristobal;2;60.0;22/02/2019;15000000.0;microempresarial
femenino;servicio;variedades;alejandro echavarria;3;9.0;14/06/2017;7000000.0;microempresarial
femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;25/07/2017;5000000.0;microempresarial
masculino;comercio;variedades;manrique central no. 1;2;4.0;6/06/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;aures no.1;2;7.0;12/07/2016;6000000.0;microempresarial
femenino;comercio;miscelanea;villatina;1;8.0;23/03/2018;7800000.0;microempresarial
masculino;comercio;variedades;enciso;3;8.0;29/12/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;moravia;3;4.0;15/03/2017;5000000.0;microempresarial
femenino;comercio;tienda;villa hermosa;3;8.0;8/04/2016;6890000.0;microempresarial
femenino;comercio;panaderia;manrique central no. 1;2;4.0;14/12/2017;7000000.0;microempresarial
femenino;servicio;taller de mecanica;cabecera san antonio ;3;60.0;13/07/2017;7000000.0;microempresarial
femenino;comercio;tienda;palermo;3;4.0;17/07/2017;3000000.0;microempresarial
femenino;comercio;fabrica de alimentos;santa cruz;2;2.0;21/03/2017;7000000.0;microempresarial
masculino;comercio;distribuidora de ;francisco antonio zea;3;5.0;20/06/2016;6890000.0;microempresarial
femenino;comercio;variedades;moravia;1;4.0;2/05/2017;7300000.0;microempresarial
masculino;comercio;variedades;las palmas;3;10.0;9/11/2018;3000000.0;microempresarial
masculino;servicio;peluqueria;manrique oriental;2;3.0;29/04/2019;6000000.0;microempresarial
femenino;industria;fabrica de ;la floresta;3;12.0;9/03/2017;7370000.0;microempresarial
femenino;industria;fabrica de ;campo valdes no. 1;3;4.0;13/12/2017;6000000.0;microempresarial
masculino;servicio;gimnasio;popular;2;1.0;28/11/2017;7000000.0;microempresarial
masculino;comercio;tienda;andalucia;2;2.0;2/03/2017;7300000.0;microempresarial
femenino;comercio;variedades;belen;3;16.0;22/02/2018;2000000.0;microempresarial
femenino;industria;mantenimiento en ;villatina;2;8.0;19/04/2017;7000000.0;microempresarial
femenino;servicio;peluqueria;robledo;1;7.0;3/10/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;belen;3;16.0;30/04/2018;7800000.0;microempresarial
femenino;servicio;fabrica de ;metropolitano;2;13.0;22/05/2017;7377000.0;microempresarial
masculino;servicio;tienda;campo valdes no. 1;3;4.0;4/09/2017;6000000.0;microempresarial
femenino;industria;fabrica de ;villa del socorro;1;2.0;2/08/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;santa cruz;2;1.0;4/06/2019;8281000.0;microempresarial
femenino;industria;fabrica de ;popular;2;1.0;21/04/2017;7370000.0;microempresarial
femenino;comercio;tienda;barrio caicedo;2;9.0;27/10/2017;7000000.0;microempresarial
masculino;comercio;tienda;alfonso lopez;3;5.0;28/08/2017;4400000.0;credioportuno
femenino;comercio;variedades;manrique central no. 1;3;4.0;8/05/2019;3000000.0;microempresarial
femenino;industria;fabrica de colchones;villa del socorro;2;2.0;29/08/2017;7370000.0;microempresarial
masculino;comercio;fabrica de alimentos;robledo;2;7.0;8/11/2017;7300000.0;microempresarial
masculino;comercio;variedades;manrique central no. 1;2;4.0;7/11/2017;248896.0;microempresarial
masculino;servicio;variedades;laureles;3;11.0;14/12/2016;20000000.0;empresarial ed. 
femenino;comercio;fabrica de ;cabecera san cristobal;2;60.0;18/12/2017;5000000.0;microempresarial
femenino;comercio;comidas rapidas;manrique central no. 1;2;4.0;14/08/2018;800000.0;microempresarial
femenino;comercio;variedades;manrique oriental;2;3.0;3/05/2017;5000000.0;microempresarial
femenino;servicio;restaurante;llanaditas;1;8.0;1/08/2017;7377000.0;microempresarial
masculino;servicio;taller de electronica;popular;2;1.0;4/08/2016;6000000.0;microempresarial
femenino;servicio;fotografia;cristo rey;3;15.0;14/01/2016;6440000.0;microempresarial
femenino;comercio;variedades;buenos aires;2;9.0;18/04/2018;3000000.0;microempresarial
femenino;industria;fabrica de ;aranjuez;3;4.0;1/11/2018;3000000.0;microempresarial
femenino;comercio;variedades;enciso;2;8.0;15/08/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;el salvador;3;16.0;19/11/2016;2000000.0;microempresarial
femenino;industria;fabrica de ;buenos aires;2;9.0;23/02/2017;6000000.0;microempresarial
femenino;comercio;criadero de animales ;palmitas;2;50.0;24/04/2018;7800000.0;microempresarial
femenino;comercio;miscelanea;cabecera san cristobal;2;60.0;20/02/2018;300000.0;microempresarial
masculino;industria;fabrica de ;kennedy;2;6.0;23/04/2018;7800000.0;microempresarial
femenino;servicio;peluqueria;san javier no.1;2;13.0;16/03/2018;7800000.0;microempresarial
masculino;comercio;restaurante;boston;2;10.0;17/02/2017;7370000.0;microempresarial
femenino;industria;fabrica de ;antonio nariño;3;13.0;11/05/2018;5000000.0;microempresarial
masculino;comercio;almacen de ropa en ;manrique oriental;2;3.0;21/12/2016;6000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;1;7.0;16/11/2018;5000000.0;microempresarial
femenino;comercio;fabrica de ;granizal;2;1.0;27/11/2017;7300000.0;microempresarial
femenino;comercio;publicidad y ;belen;1;13.0;11/10/2018;7000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;16/02/2017;4000000.0;microempresarial
masculino;comercio;variedades;manrique central no. 1;2;4.0;29/04/2019;4500000.0;microempresarial
masculino;industria;variedades;barrio caicedo;2;9.0;9/08/2018;7800000.0;microempresarial
masculino;comercio;comidas rapidas;aranjuez;2;4.0;23/02/2018;1000000.0;microempresarial
masculino;comercio;variedades;robledo;2;7.0;30/01/2019;2000000.0;microempresarial
femenino;servicio;comidas rapidas;santo domingo savio ;1;1.0;26/04/2016;6890000.0;microempresarial
masculino;industria;fabrica de ;castilla;3;5.0;5/04/2018;7000000.0;microempresarial
femenino;servicio;variedades;san javier no.1;2;13.0;24/05/2017;6500000.0;microempresarial
femenino;comercio;comidas rapidas;20 de julio;1;13.0;23/01/2017;7000000.0;microempresarial
femenino;comercio;venta de calzado;robledo;2;7.0;24/02/2017;6500000.0;microempresarial
femenino;comercio;fabrica de alimentos;robledo;1;7.0;29/11/2017;7000000.0;microempresarial
masculino;comercio;montallantas;popular;1;1.0;17/03/2017;6800000.0;microempresarial
masculino;industria;fabrica de arepas;la floresta;3;12.0;21/04/2016;6800000.0;microempresarial
masculino;servicio;deposito de ;picacho;1;6.0;19/07/2018;5000000.0;microempresarial
femenino;industria;fabrica de ;san javier no.1;3;13.0;29/10/2018;7000000.0;microempresarial
masculino;comercio;almacen de ropa en ;popular;2;1.0;29/04/2019;6000000.0;microempresarial
femenino;servicio;comidas rapidas;manrique central no. 1;1;4.0;28/11/2018;7800000.0;microempresarial
femenino;comercio;bares;belalcazar;3;5.0;11/11/2016;6890000.0;microempresarial
masculino;comercio;almacen de ropa en ;vrda. san cristobal ;2;60.0;18/02/2016;6890000.0;microempresarial
femenino;comercio;almacen de ropa en ;las violetas;2;16.0;17/01/2017;6000000.0;microempresarial
masculino;comercio;variedades;el chagualo;3;10.0;13/10/2017;7377000.0;microempresarial
femenino;comercio;variedades;belen;3;8.0;10/09/2018;6000000.0;microempresarial
femenino;servicio;montallantas;el compromiso;1;1.0;3/03/2017;5000000.0;microempresarial
femenino;servicio;variedades;villa hermosa;3;8.0;11/10/2018;1500000.0;microempresarial
masculino;comercio;taller de mecanica;la pradera;3;13.0;18/10/2016;6400000.0;microempresarial
femenino;servicio;fabrica de ;manrique central no. 1;1;8.0;12/07/2016;6000000.0;microempresarial
femenino;industria;variedades;popular;1;1.0;29/04/2019;3000000.0;microempresarial
masculino;servicio;variedades;llanaditas;1;8.0;3/10/2018;6000000.0;microempresarial
masculino;comercio;variedades;la floresta;3;12.0;18/11/2016;5000000.0;microempresarial
femenino;servicio;papeleria;robledo;2;7.0;9/07/2018;7000000.0;microempresarial
femenino;comercio;distribuidora de ;la pradera;3;13.0;16/08/2018;1500000.0;microempresarial
femenino;industria;fabrica de ;la milagrosa;2;9.0;6/02/2018;7000000.0;microempresarial
femenino;industria;panaderia;belencito;2;13.0;14/02/2018;3000000.0;microempresarial
masculino;servicio;carpinteria;castilla;2;5.0;18/10/2018;1000000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;10/07/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;8/11/2017;4000000.0;microempresarial
masculino;comercio;fabrica de ;cabecera san cristobal;3;60.0;29/09/2016;6890000.0;microempresarial
masculino;industria;fabrica de alimentos;moravia;1;4.0;23/04/2018;3000000.0;microempresarial
masculino;servicio;barberia;robledo;2;7.0;20/06/2018;6000000.0;microempresarial
femenino;comercio;comidas rapidas;robledo;2;7.0;10/08/2018;7800000.0;microempresarial
femenino;comercio;distribuidora de ;guayabal;3;15.0;24/05/2018;7800000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;5/06/2018;2000000.0;microempresarial
masculino;servicio;comidas rapidas;robledo;3;7.0;2/08/2018;7800000.0;microempresarial
femenino;comercio;variedades;enciso;3;8.0;23/12/2016;6000000.0;microempresarial
femenino;comercio;variedades;santander;2;12.0;3/10/2017;5000000.0;juridica y cap.semilla
masculino;comercio;mantenimiento en ;la candelaria;2;10.0;22/01/2016;5000000.0;microempresarial
femenino;industria;fabrica de ;barrio caicedo;1;9.0;31/05/2017;6000000.0;microempresarial
masculino;servicio;cafe e internet;moravia;2;4.0;23/05/2017;7000000.0;microempresarial
femenino;comercio;variedades;barrio caicedo;2;9.0;23/11/2016;3500000.0;microempresarial
femenino;comercio;peluqueria;bello horizonte;1;7.0;28/02/2017;4000000.0;microempresarial
masculino;comercio;variedades;granizal;2;1.0;3/10/2018;3000000.0;microempresarial
femenino;comercio;tienda;popular;1;1.0;13/07/2018;7800000.0;microempresarial
masculino;comercio;variedades;villa hermosa;1;8.0;21/02/2018;7800000.0;microempresarial
femenino;servicio;variedades;santa cruz;1;2.0;10/10/2017;2000000.0;microempresarial
femenino;servicio;recreativo educativo;robledo;2;7.0;22/04/2016;6800000.0;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;2;6.0;13/09/2016;1500000.0;microempresarial
femenino;industria;fabrica de ;popular;2;1.0;20/06/2018;6000000.0;microempresarial
femenino;comercio;variedades;boston;3;10.0;13/07/2018;4000000.0;microempresarial
femenino;comercio;comidas rapidas;las palmas;3;10.0;12/07/2018;7000000.0;microempresarial
femenino;comercio;almacen de ropa en ;robledo;2;7.0;16/11/2016;2000000.0;microempresarial
masculino;agropecuaria;criadero de animales ;andalucia;2;2.0;24/04/2019;8000000.0;microempresarial
femenino;comercio;variedades;antonio nariño;2;13.0;10/01/2018;4500000.0;microempresarial
femenino;servicio;peluqueria;robledo;2;7.0;3/04/2018;6000000.0;microempresarial
femenino;comercio;variedades;robledo;2;7.0;5/04/2018;4000000.0;microempresarial
masculino;servicio;carpinteria;manrique central no. 1;1;4.0;30/04/2018;6000000.0;microempresarial
femenino;comercio;variedades;doce de octubre no.1;2;6.0;26/11/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;2;4.0;7/03/2018;3000000.0;microempresarial
femenino;servicio;fabrica de helados;manrique central no. 2;1;3.0;2/02/2017;5000000.0;microempresarial
femenino;comercio;cerrajeria;popular;1;1.0;29/02/2016;5000000.0;microempresarial
femenino;comercio;almacen de ropa en ;popular;2;1.0;11/05/2017;7300000.0;microempresarial
femenino;industria;fabrica de ;aranjuez;3;4.0;25/05/2016;6000000.0;microempresarial
femenino;comercio;granero;carpinelo;1;1.0;13/07/2018;7800000.0;microempresarial
masculino;comercio;cafe e internet;santo domingo savio ;1;1.0;8/08/2016;6800000.0;microempresarial
masculino;comercio;variedades;moravia;2;4.0;6/03/2018;6000000.0;microempresarial
masculino;servicio;variedades;barrio caicedo;2;9.0;7/07/2017;7377000.0;microempresarial
femenino;servicio;productos de belleza;la floresta;3;12.0;24/09/2018;6250000.0;microempresarial
femenino;comercio;tienda de helados;manrique central no. 2;3;3.0;14/06/2016;4000000.0;microempresarial
femenino;comercio;comidas rapidas;san pablo;2;1.0;20/03/2018;3000000.0;microempresarial
masculino;comercio;variedades;santa cruz;2;2.0;2/08/2018;2000000.0;microempresarial
femenino;comercio;almacen de ropa en ;villa hermosa;1;8.0;24/01/2019;7000000.0;microempresarial
femenino;servicio;comidas rapidas;manrique central no. 2;3;3.0;13/10/2016;6890000.0;microempresarial
masculino;servicio;publicidad y ;buenos aires;2;9.0;17/07/2017;30000000.0;empresarial ed. 
femenino;comercio;peluqueria;robledo;2;7.0;22/01/2019;8000000.0;microempresarial
masculino;industria;fabrica de ;doce de octubre no.1;2;6.0;22/12/2016;6500000.0;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;1;6.0;4/04/2018;2500000.0;microempresarial
masculino;comercio;comidas rapidas;buenos aires;2;9.0;14/09/2017;73000000.0;microempresarial
masculino;servicio;cerrajeria;playon de los ;2;2.0;5/03/2018;1000000.0;microempresarial
femenino;servicio;comidas rapidas;granizal;2;1.0;22/05/2017;7000000.0;microempresarial
femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;28/11/2017;5000000.0;microempresarial
femenino;comercio;cafeteria;robledo;3;7.0;21/06/2017;4000000.0;microempresarial
masculino;comercio;variedades;doce de octubre no.1;2;6.0;25/09/2017;7370000.0;microempresarial
masculino;comercio;legumbreria;belencito;1;13.0;24/06/2016;6000000.0;microempresarial
masculino;comercio;fabrica de juegos ;bombona no. 1;3;10.0;19/02/2018;7800000.0;microempresarial
femenino;comercio;tienda;la hondonada;1;16.0;22/04/2019;4500000.0;microempresarial
femenino;comercio;variedades;manrique central no. 1;2;4.0;5/08/2016;5000000.0;microempresarial
femenino;comercio;productos de belleza;calasanz;2;12.0;11/10/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;barrio caicedo;2;9.0;25/05/2018;4000000.0;microempresarial
femenino;comercio;variedades;popular;2;1.0;26/04/2019;4500000.0;microempresarial
femenino;industria;fabrica de ;santa lucia;3;12.0;20/09/2018;900000.0;microempresarial
masculino;servicio;barberia;calasanz;3;12.0;18/10/2018;7000000.0;microempresarial
femenino;servicio;fumigacion;villa hermosa;3;8.0;21/11/2018;7812000.0;microempresarial
femenino;industria;venta de calzado;robledo;2;7.0;10/10/2016;6800000.0;microempresarial
femenino;comercio;almacen de ropa en ;belen;3;16.0;28/07/2017;5000000.0;microempresarial
masculino;industria;fabrica de ;manrique central no. 2;3;16.0;16/06/2016;5000000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 2;2;3.0;9/08/2017;4500000.0;microempresarial
femenino;servicio;comidas rapidas;manrique central no. 1;2;4.0;22/11/2017;4500000.0;microempresarial
femenino;comercio;tienda;el socorro;2;13.0;5/09/2017;7377000.0;microempresarial
masculino;comercio;tienda;loreto;3;9.0;14/08/2018;7800000.0;microempresarial
femenino;comercio;tienda;oriente;1;3.0;22/06/2018;7800000.0;microempresarial
femenino;comercio;cafe e internet;belen;3;16.0;27/01/2017;30000000.0;empresarial ed. 
femenino;servicio;peluqueria;florencia;3;5.0;2/08/2017;5000000.0;microempresarial
masculino;industria;fabrica de calzado;kennedy;2;6.0;7/06/2016;6000000.0;microempresarial
femenino;servicio;variedades;belen;3;16.0;22/03/2017;4000000.0;microempresarial
femenino;comercio;charcuteria;buenos aires;3;9.0;11/07/2018;2500000.0;microempresarial
femenino;servicio;panaderia;villa niza;2;2.0;8/03/2017;7377000.0;microempresarial
femenino;servicio;mantenimiento en ;tejelo;3;5.0;25/10/2017;7000000.0;microempresarial
masculino;comercio;almacen de ropa en ;manrique oriental;2;3.0;1/12/2017;7377000.0;microempresarial
femenino;industria;fabrica de ;robledo;2;1.0;3/09/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;el compromiso;1;1.0;21/02/2018;7800000.0;microempresarial
masculino;servicio;viveros ;manrique central no. 1;3;4.0;19/07/2017;7300000.0;microempresarial
masculino;comercio;almacen de ropa en ;20 de julio;1;13.0;31/07/2017;5000000.0;microempresarial
masculino;comercio;fabrica de ;santa cruz;2;2.0;23/01/2019;8281160.0;microempresarial
femenino;servicio;fabrica de alimentos;robledo;1;7.0;24/10/2018;5000000.0;microempresarial
femenino;servicio;cafeteria;castilla;2;5.0;3/10/2016;6890000.0;microempresarial
masculino;comercio;comidas rapidas;manrique central no. 1;1;4.0;19/04/2017;4000000.0;microempresarial
masculino;servicio;taller de mecanica;santo domingo savio ;2;1.0;10/07/2018;2500000.0;microempresarial
femenino;comercio;variedades;la milagrosa;3;9.0;23/10/2017;7000000.0;microempresarial
femenino;comercio;tienda de helados;enciso;2;8.0;25/02/2019;8281160.0;microempresarial
femenino;servicio;peluqueria;aranjuez;2;4.0;22/04/2016;5000000.0;microempresarial
masculino;agropecuaria;sembrados;cabecera san antonio ;3;80.0;30/06/2017;12000000.0;agropecuaria
femenino;agropecuaria;criadero de animales ;cabecera san cristobal;2;60.0;8/08/2017;12000000.0;agropecuaria
masculino;comercio;variedades;buenos aires;3;9.0;22/09/2017;6000000.0;microempresarial
masculino;comercio;variedades;la america;3;12.0;11/08/2017;7200000.0;microempresarial
femenino;comercio;tienda;manrique oriental;2;3.0;20/03/2018;7800000.0;microempresarial
femenino;comercio;comidas rapidas;andalucia;2;2.0;26/04/2018;2500000.0;microempresarial
masculino;comercio;tienda;manrique central no. 2;3;3.0;29/08/2017;7370000.0;microempresarial
masculino;comercio;variedades;la francia;2;2.0;13/03/2018;2000000.0;microempresarial
masculino;comercio;variedades;manrique central no. 2;1;3.0;19/12/2016;6000000.0;microempresarial
femenino;industria;fabrica de ;cabecera san antonio ;2;80.0;26/10/2018;7800000.0;microempresarial
masculino;servicio;taller de mecanica;popular;2;1.0;20/09/2017;7370000.0;microempresarial
femenino;comercio;almacen de ropa en ;san javier no.1;3;13.0;7/03/2018;5000000.0;microempresarial
femenino;servicio;recreativo educativo;san jose de la cima no. ;1;3.0;30/01/2018;5000000.0;microempresarial
masculino;servicio;recreativo educativo;popular;2;1.0;11/08/2016;6300000.0;microempresarial
masculino;comercio;fabrica de ;centro admtivo;3;10.0;26/12/2016;20000000.0;juridica y cap.semilla
femenino;comercio;comidas rapidas;manrique central no. 1;1;4.0;5/07/2018;2000000.0;microempresarial
masculino;industria;fotografia;robledo;1;7.0;24/08/2016;4000000.0;microempresarial
masculino;servicio;barberia;robledo;2;7.0;10/04/2018;5000000.0;microempresarial
femenino;comercio;restaurante;la avanzada;1;1.0;21/02/2019;8281000.0;microempresarial
masculino;comercio;papeleria;la america;3;12.0;5/02/2018;7000000.0;microempresarial
femenino;servicio;productos de belleza;villa hermosa;3;8.0;15/02/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;popular;2;1.0;6/04/2018;7800000.0;microempresarial
masculino;industria;fabrica de ;guayabal;3;15.0;24/10/2017;7370000.0;microempresarial
femenino;servicio;cafe e internet;robledo;3;7.0;23/11/2016;5000000.0;microempresarial
masculino;servicio;cafe e internet;enciso;1;8.0;12/04/2018;7800000.0;microempresarial
femenino;industria;fabrica de ;manrique central no. 1;2;4.0;16/03/2018;1500000.0;microempresarial
femenino;comercio;fabrica de ;belen;2;16.0;19/04/2018;7800000.0;microempresarial
femenino;comercio;tienda;manrique oriental;2;3.0;31/01/2018;7000000.0;microempresarial
masculino;industria;fabrica de ;barrio caicedo;2;9.0;16/07/2018;7000000.0;microempresarial
femenino;comercio;cafeteria;san javier no.1;2;13.0;1/03/2018;7000000.0;microempresarial
femenino;industria;fabrica de repuestos ;castilla;3;5.0;16/11/2016;6890000.0;microempresarial
femenino;servicio;peluqueria;manrique oriental;3;3.0;9/08/2018;5000000.0;microempresarial
